title,placeUrl,website,rating,reviewCount,category,address,phoneNumber,searchQuery
City Lights of China,https://www.google.com/maps/place/City+Lights+of+China/data=!4m7!3m6!1s0x89b7b7cf5e946c03:0xd7c66da7269b0729!8m2!3d38.9135421!4d-77.0453229!16s%2Fg%2F1tfzn6x7!19sChIJA2yUXs-3t4kRKQebJqdtxtc,https://www.citylightsofchina.com/,3.8,297,Chinese restaurant,"1731 Connecticut Ave NW #1, Washington, DC 20009, United States",+1 202-265-6688,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
Wah Sing Restaurant,https://www.google.com/maps/place/Wah+Sing+Restaurant/data=!4m7!3m6!1s0x89b7b9aeac9adcfd:0xeb078c60c122b926!8m2!3d38.8728394!4d-76.9702032!16s%2Fg%2F1td43cts!19sChIJ_dyarK65t4kRJrkiwWCMB-s,,4.1,435,Chinese restaurant,"2521 Pennsylvania Ave. SE, Washington, DC 20020, United States",+1 202-581-4500,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
Hunan Shrimp Boat,https://www.google.com/maps/place/Hunan+Shrimp+Boat/data=!4m7!3m6!1s0x89b7c7d1042a12a9:0x779259d010abc217!8m2!3d38.9583301!4d-77.0008691!16s%2Fg%2F1td_cl3k!19sChIJqRIqBNHHt4kRF8KrENBZknc,https://www.hunanshrimpboatdc.com/,3,73,American restaurant,"5585 South Dakota Ave NE, Washington, DC 20011, United States",+1 202-635-6666,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
Hitching Post Restaurant,https://www.google.com/maps/place/Hitching+Post+Restaurant/data=!4m7!3m6!1s0x89b7c80ba9205931:0x3633b7e1b26ccff1!8m2!3d38.9420206!4d-77.0137917!16s%2Fg%2F1tg3635s!19sChIJMVkgqQvIt4kR8c9ssuG3MzY,http://thehpostrestaurant.com/,4.4,519,Southern restaurant (US),"200 Upshur St NW, Washington, DC 20011, United States",+1 202-726-1511,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
Eddie's Cafe Chinese Cuisine,https://www.google.com/maps/place/Eddie%27s+Cafe+Chinese+Cuisine/data=!4m7!3m6!1s0x89b7b7d40b1303b1:0x1e2493d63202f31c!8m2!3d38.9237044!4d-77.0520164!16s%2Fg%2F1td1qsct!19sChIJsQMTC9S3t4kRHPMCMtaTJB4,https://www.eddiescafe20008.com/,3.8,144,Asian restaurant,"Talpalar Building, 2600 Connecticut Ave NW, Washington, DC 20008, United States",+1 202-667-3939,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
Tony’s Place,https://www.google.com/maps/place/Tony%E2%80%99s+Place/data=!4m7!3m6!1s0x407725dfb0cd2377:0xd60ce5b7592d6f85!8m2!3d38.8999812!4d-76.9852905!16s%2Fg%2F1td0hd6y!19sChIJdyPNsN8ld0ARhW8tWbflDNY,https://www.tonysplacedc.com/,4.1,552,Traditional American restaurant,"1401 H St NE, Washington, DC 20002, United States",+1 202-396-2482,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
New Dynasty,https://www.google.com/maps/place/New+Dynasty/data=!4m7!3m6!1s0x89b7b7c864596297:0xc0227cb7de095964!8m2!3d38.909459!4d-77.045849!16s%2Fg%2F1tcygbyv!19sChIJl2JZZMi3t4kRZFkJ3rd8IsA,https://www.new-dynasty.com/,4.2,455,Asian restaurant,"2020 P St NW, Washington, DC 20036, United States",+1 202-296-6688,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
China Chilcano by José Andrés,https://www.google.com/maps/place/China+Chilcano+by+Jos%C3%A9+Andr%C3%A9s/data=!4m7!3m6!1s0x89b7b7901c353d5d:0x63eb974ad1d7a0a7!8m2!3d38.8953418!4d-77.0220842!16s%2Fg%2F11b6v218z0!19sChIJXT01HJC3t4kRp6DX0UqX62M,https://www.chinachilcano.com/,4.3,2822,Peruvian restaurant,"418 7th St NW, Washington, DC 20004, United States",,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
Queen’s English,https://www.google.com/maps/place/Queen%E2%80%99s+English/data=!4m7!3m6!1s0x89b7c9b438aa808b:0xd3d4f4a266da2ec!8m2!3d38.9321663!4d-77.0285485!16s%2Fg%2F11h61njmfc!19sChIJi4CqOLTJt4kR7KJtJkpPPQ0,http://queensenglishdc.com/,4.4,214,Chinese restaurant,"3410 11th St NW, Washington, DC 20010, United States",+1 202-751-3958,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
DC Pizza & Kabob,https://www.google.com/maps/place/DC+Pizza+%26+Kabob/data=!4m7!3m6!1s0x89b7b7657660c9e3:0x832ad551ab743a3c!8m2!3d38.9173418!4d-77.0413681!16s%2Fg%2F11gm71cgcs!19sChIJ48lgdmW3t4kRPDp0q1HVKoM,https://www.dcpizzakabob.com/?utm_source=gbp,3.5,168,Pizza takeaway,"2005 18th St NW, Washington, DC 20009, United States",+1 202-986-4646,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
Panda Gourmet,https://www.google.com/maps/place/Panda+Gourmet/data=!4m7!3m6!1s0x89b7b97943171379:0x9cf235c43b408323!8m2!3d38.9179387!4d-76.9708707!16s%2Fg%2F11j_vqkjd5!19sChIJeRMXQ3m5t4kRI4NAO8Q18pw,https://www.pandagourmetonline.com/#/,4.1,206,Chinese restaurant,"2700 New York Ave NE, Washington, DC 20002, United States",+1 202-636-3588,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
Great Wall Szechuan House,https://www.google.com/maps/place/Great+Wall+Szechuan+House/data=!4m7!3m6!1s0x89b7b7ea217de743:0x33351f115da21efc!8m2!3d38.9105556!4d-77.0316667!16s%2Fg%2F1tjl6t1z!19sChIJQ-d9Ieq3t4kR_B6iXREfNTM,http://www.greatwallszechuan.com/,4.1,391,Chinese restaurant,"1527 14th St NW, Washington, DC 20005, United States",+1 202-797-8888,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
HomeSlyce - D.C.,https://www.google.com/maps/place/HomeSlyce+-+D.C./data=!4m7!3m6!1s0x89b7b7b72fa2cead:0x1afec8a4cff3f04c!8m2!3d38.902957!4d-77.047228!16s%2Fg%2F11f_4fy9wn!19sChIJrc6iL7e3t4kRTPDzz6TI_ho,http://www.homeslyce.com/,4.4,572,Pizza restaurant,"2121 K St NW, Washington, DC 20037, United States",+1 202-559-1555,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
Emmy Squared Pizza: Shaw - Washington D.C.,https://www.google.com/maps/place/Emmy+Squared+Pizza:+Shaw+-+Washington+D.C./data=!4m7!3m6!1s0x89b7b769a9035ab9:0x169f86cda6f6537!8m2!3d38.9166012!4d-77.0231692!16s%2Fg%2F11fr7102fj!19sChIJuVoDqWm3t4kRN2Vv2mz4aQE,https://www.emmysquaredpizza.com/,4.3,234,Pizza restaurant,"1924 8th St NW, Washington, DC 20001, United States",+1 202-921-3669,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
NewBigWong,https://www.google.com/maps/place/NewBigWong/data=!4m7!3m6!1s0x89b7b78de1202fed:0xbcfc2fad073b5393!8m2!3d38.8996982!4d-77.0206181!16s%2Fg%2F1tf71t_v!19sChIJ7S8g4Y23t4kRk1M7B60v_Lw,https://newbigwongtogo.com/,3.6,564,Chinese restaurant,"610 H St NW, Washington, DC 20001, United States",+1 202-628-0490,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
Pizzoli's Pizzeria- Pizza Delivery DC,https://www.google.com/maps/place/Pizzoli%27s+Pizzeria-+Pizza+Delivery+DC/data=!4m7!3m6!1s0x89b7b7fab730b7d5:0x9f59a82a23481125!8m2!3d38.9091455!4d-77.0282694!16s%2Fg%2F12hkjwptl!19sChIJ1bcwt_q3t4kRJRFIIyqoWZ8,https://pizzolis.com/,4,446,Pizza delivery,"1418 12th St NW, Washington, DC 20005, United States",+1 202-234-3333,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
MGM Roast Beef & Catering Washington DC,https://www.google.com/maps/place/MGM+Roast+Beef+%26+Catering+Washington+DC/data=!4m7!3m6!1s0x89b7b80eb92d20fb:0xe34dddfbf4226e8c!8m2!3d38.9166609!4d-76.9940186!16s%2Fg%2F1tftxvls!19sChIJ-yAtuQ64t4kRjG4i9PvdTeM,http://mgmroastbeef.com/,4.6,637,Sandwich shop,"905 Brentwood Rd NE, Washington, DC 20018, United States",+1 202-248-0389,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
Eastern Carryout,https://www.google.com/maps/place/Eastern+Carryout/data=!4m7!3m6!1s0x89b7b81d9777c157:0xbae06303c4c7905b!8m2!3d38.9105075!4d-77.0092893!16s%2Fg%2F1tptrhtl!19sChIJV8F3lx24t4kRW5DHxANj4Lo,,3,5,,"1532 North Capitol St NW, Washington, DC 20002, United States",+1 202-745-5816,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
Jackey Cafe,https://www.google.com/maps/place/Jackey+Cafe/data=!4m7!3m6!1s0x89b7b78de78b1441:0xdf6a97a70021047f!8m2!3d38.9000581!4d-77.0205039!16s%2Fg%2F1vd76t8b!19sChIJQRSL5423t4kRfwQhAKeXat8,http://www.jackeycafe.com/?utm_source=gmb&utm_medium=website,3.4,255,Chinese restaurant,"611 H St NW, Washington, DC 20001, United States",+1 202-408-1288,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
Stan's DC Restaurant,https://www.google.com/maps/place/Stan%27s+DC+Restaurant/data=!4m7!3m6!1s0x89b7b79579182837:0xcd8af047bf4ae88e!8m2!3d38.9035376!4d-77.0328725!16s%2Fg%2F1td0tsgf!19sChIJNygYeZW3t4kRjuhKv0fwis0,http://stansdc.com/,4.5,1645,Traditional American restaurant,"1029 Vermont Ave NW, Washington, DC 20005, United States",+1 202-347-4488,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
Nando's PERi-PERi,https://www.google.com/maps/place/Nando%27s+PERi-PERi/data=!4m7!3m6!1s0x89b7b78df6644bd9:0xe05044ac3b220fc8!8m2!3d38.9003817!4d-77.0216095!16s%2Fg%2F1tg9p0bb!19sChIJ2Utk9o23t4kRyA8iO6xEUOA,https://www.nandosperiperi.com/find/7th-street?utm_source=google&utm_medium=organic&utm_campaign=local&utm_content=7th_street,4.4,2308,Chicken restaurant,"819 7th St NW, Washington, DC 20001, United States",+1 202-898-1225,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
Cane,https://www.google.com/maps/place/Cane/data=!4m7!3m6!1s0x89b7b9b3c0dedc41:0x8c2b92ee459d6e57!8m2!3d38.9000131!4d-77.0003052!16s%2Fg%2F11h6rytkg6!19sChIJQdzewLO5t4kRV26dRe6SK4w,https://www.cane-dc.com/,4.4,402,Caribbean restaurant,"403 H St NE, Washington, DC 20002, United States",+1 202-675-2011,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
Carmine's Italian Restaurant - Washington D.C.,https://www.google.com/maps/place/Carmine%27s+Italian+Restaurant+-+Washington+D.C./data=!4m7!3m6!1s0x89b7b78fe1723c7f:0xe0f2245d49ea746e!8m2!3d38.8955701!4d-77.0217135!16s%2Fg%2F1tjkgph4!19sChIJfzxy4Y-3t4kRbnTqSV0k8uA,http://www.carminesnyc.com/,4.3,3924,Italian restaurant,"425 7th Street NW at, E St NW, Washington, DC 20004, United States",+1 202-737-7770,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
Ircias Kitchen Restaurant,https://www.google.com/maps/place/Ircias+Kitchen+Restaurant/data=!4m7!3m6!1s0x89b7c709c3af312d:0x99dd487c4f4d6e5f!8m2!3d38.9343612!4d-76.9909789!16s%2Fg%2F11j3xvtvv0!19sChIJLTGvwwnHt4kRX25NT3xI3Zk,http://orderirciaskitchenrestaurant.com/,4.3,50,Salvadoran restaurant,"3629 12th St NE, Washington, DC 20017, United States",+1 202-506-6228,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
Guapo's Restaurant,https://www.google.com/maps/place/Guapo%27s+Restaurant/data=!4m7!3m6!1s0x89b7c9ea0b52f861:0x2019caa02c03d36a!8m2!3d38.9484223!4d-77.0796129!16s%2Fg%2F1v1tnztt!19sChIJYfhSC-rJt4kRatMDLKDKGSA,http://www.guaposrestaurant.com/,4.4,1184,Mexican restaurant,"4515 Wisconsin Ave NW, Washington, DC 20016, United States",+1 202-686-3588,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
Curry N Pie,https://www.google.com/maps/place/Curry+N+Pie/data=!4m7!3m6!1s0x89b7b64602afb633:0x87ca6bf1952e2395!8m2!3d38.9053386!4d-77.067977!16s%2Fg%2F11bwcrxtbp!19sChIJM7avAka2t4kRlSMulfFryoc,https://www.currynpie.com/,4.3,721,Indian restaurant,"1204 34th St NW, Washington, DC 20007, United States",+1 202-333-4369,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
Number 1 Carry Out,https://www.google.com/maps/place/Number+1+Carry+Out/data=!4m7!3m6!1s0x89b7b94feb89c437:0xf75fd33f57dfe7ca!8m2!3d38.8438598!4d-76.9288738!16s%2Fg%2F1v29cxy0!19sChIJN8SJ60-5t4kRyuffVz_TX_c,,3.8,168,Chinese restaurant,"4517 Silver Hill Rd, Hillcrest Heights, MD 20746, United States",+1 301-568-5512,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
Joy Luck House,https://www.google.com/maps/place/Joy+Luck+House/data=!4m7!3m6!1s0x89b7b78dd95092b5:0x548f7997667eb3b3!8m2!3d38.8996195!4d-77.0201796!16s%2Fg%2F1hdz7ylpq!19sChIJtZJQ2Y23t4kRs7N-Zpd5j1Q,https://www.joyluckhouse.com/,3.9,300,Chinese restaurant,"748 6th St NW, Washington, DC 20001, United States",+1 202-628-1668,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
Wok and Roll,https://www.google.com/maps/place/Wok+and+Roll/data=!4m7!3m6!1s0x89b7b78dde742c5f:0x2f98bb23ddc128e3!8m2!3d38.8996325!4d-77.0204512!16s%2Fg%2F1th0nsx0!19sChIJXyx03o23t4kR4yjB3SO7mC8,https://www.dcwoknroll.com/,3.8,1305,Chinese restaurant,"604 H St NW, Washington, DC 20001, United States",+1 202-347-4656,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
Banana Leaves Asian Restaurant,https://www.google.com/maps/place/Banana+Leaves+Asian+Restaurant/data=!4m7!3m6!1s0x89b7b7cf707f0e27:0x9338c314555c12c5!8m2!3d38.9145155!4d-77.0456061!16s%2Fg%2F1v8x3290!19sChIJJw5_cM-3t4kRxRJcVRTDOJM,https://www.mybananaleaves.com/,4.3,343,Asian restaurant,"2020 Florida Ave NW, Washington, DC 20009, United States",+1 202-986-1333,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
Peking Garden Chinese Restaurant,https://www.google.com/maps/place/Peking+Garden+Chinese+Restaurant/data=!4m7!3m6!1s0x89b7b7db2ae3d3f3:0x300d6e4d42697c21!8m2!3d38.9173112!4d-77.0418865!16s%2Fg%2F1td43ct7!19sChIJ89PjKtu3t4kRIXxpQk1uDTA,https://washingtonpekinggarden.com/,3.1,69,Chinese restaurant,"2008 18th St NW, Washington, DC 20009, United States",+1 202-588-0088,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
Don Juan Restaurant,https://www.google.com/maps/place/Don+Juan+Restaurant/data=!4m7!3m6!1s0x89b7c821484ad7e5:0x12afe1bb47e1a493!8m2!3d38.9310839!4d-77.0385764!16s%2Fg%2F1tgj9qb_!19sChIJ5ddKSCHIt4kRk6ThR7vhrxI,,4.2,389,Restaurant,"1660 Lamont St NW, Washington, DC 20010, United States",+1 202-667-0010,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
"Emmy Squared Pizza: Navy Yard, Washington D.C.","https://www.google.com/maps/place/Emmy+Squared+Pizza:+Navy+Yard,+Washington+D.C./data=!4m7!3m6!1s0x89b7b99629fccf21:0x90fe117d3d9d4838!8m2!3d38.8747299!4d-77.0003873!16s%2Fg%2F11px9847mh!19sChIJIc_8KZa5t4kROEidPX0R_pA",https://www.emmysquaredpizza.com/location/navy-yard-washington/,4.1,240,Pizza restaurant,"1300 4th St SE Suite 100, Washington, DC 20003, United States",+1 202-290-2810,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
MAX Relief,https://www.google.com/maps/place/MAX+Relief/data=!4m7!3m6!1s0x89b7b7b99137a5bb:0x14dc3b241a53ea9a!8m2!3d38.9028967!4d-77.0430366!16s%2Fg%2F11s0sksd7x!19sChIJu6U3kbm3t4kRmupTGiQ73BQ,https://www.max-relief.com/contact,,,Chinese restaurant,"1875 K St NW #7, Washington, DC 20006, United States",+1 202-499-6855,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
Happy Gyro,https://www.google.com/maps/place/Happy+Gyro/data=!4m7!3m6!1s0x89b7b7c1375979f3:0x4ee9ebe5a2d88377!8m2!3d38.9100944!4d-77.0381501!16s%2Fm%2F052n30x!19sChIJ83lZN8G3t4kRd4PYouXr6U4,https://happygyrotogo.square.site/,4.7,260,Pizza takeaway,"1509 17th St NW, Washington, DC 20036, United States",,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
Bidwell Restaurant,https://www.google.com/maps/place/Bidwell+Restaurant/data=!4m7!3m6!1s0x89b7b81093e54939:0x4a20d95067c394a2!8m2!3d38.908624!4d-76.9977786!16s%2Fg%2F1ptw7yvr5!19sChIJOUnlkxC4t4kRopTDZ1DZIEo,http://bidwelldc.com/,4.1,574,New American restaurant,"1309 5th St NE, Washington, DC 20002, United States",+1 202-547-0172,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
Thip Khao Restaurant,https://www.google.com/maps/place/Thip+Khao+Restaurant/data=!4m7!3m6!1s0x89b7c8189893f667:0x94b47e2aca9e304!8m2!3d38.9329915!4d-77.0329838!16s%2Fg%2F11b6g9w8pg!19sChIJZ_aTmBjIt4kRBOOprOJHSwk,http://www.thipkhao.com/,4.7,1251,Laotian restaurant,"3462 14th St NW, Washington, DC 20010, United States",+1 202-387-5426,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
Tony's Breakfast,https://www.google.com/maps/place/Tony%27s+Breakfast/data=!4m7!3m6!1s0x89b7b8403cd7b89d:0x9bb20cca055be716!8m2!3d38.8998343!4d-76.9856856!16s%2Fg%2F11cry9hsvq!19sChIJnbjXPEC4t4kRFudbBcoMsps,http://tonysbreakfast.com/,4.3,987,Breakfast restaurant,"1387 H St NE, Washington, DC 20002, United States",+1 202-397-7750,"https://www.google.com/maps/search/carryout+in+washington+dc/@38.9180495,-77.0714256,12z/data=!3m1!4b1"
